tissue,supertype_label,supertype_name,program_index,program_id,top_term,top_category,top_pvalue,enrichment_score_cluster1,n_terms_p05,status,program_label
AMY,CS20230722_SUPT_0287,0287 STR-PAL Chst9 Gaba_3,16,P16,basement membrane,GOTERM_CC_DIRECT,0.00580970208114923,1.0213906971611144,2,ok,P16 · basement membrane
AMY,CS20230722_SUPT_0287,0287 STR-PAL Chst9 Gaba_3,17,P17,cytoskeleton,GOTERM_CC_DIRECT,0.06126958297966194,0.8192268969506616,0,ok,P17 · cytoskeleton
AMY,CS20230722_SUPT_0287,0287 STR-PAL Chst9 Gaba_3,18,P18,REPEAT:ANK 5,UP_SEQ_FEATURE,0.0401635525202085,1.019115289420905,1,ok,P18 · REPEAT:ANK 5
AMY,CS20230722_SUPT_0287,0287 STR-PAL Chst9 Gaba_3,19,P19,"DNA-binding transcription factor activity, RNA polymerase II-specific",GOTERM_MF_DIRECT,0.06422063661929679,0.641070718453026,0,ok,P19 · DNA-binding transcription factor acti...
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,0,P0,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,2.0331708377161e-4,1.3965949609242858,14,ok,P0 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,1,P1,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,0.07488061016206293,0.6695556538669235,0,ok,P1 · COMPBIAS:Basic and acidic residues
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,2,P2,signal transduction,GOTERM_BP_DIRECT,2.5063861084239e-4,2.1219603520442023,22,ok,P2 · signal transduction
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,3,P3,GABA-ergic synapse,GOTERM_CC_DIRECT,8.651646234333662e-6,3.594688939650282,14,ok,P3 · GABA-ergic synapse
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,4,P4,Cleavage on pair of basic residues,UP_KW_PTM,0.02417128194165478,1.1090465279292845,7,ok,P4 · Cleavage on pair of basic residues
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,5,P5,transcription regulator complex,GOTERM_CC_DIRECT,7.0960684814174e-4,1.3006299454378327,4,ok,P5 · transcription regulator complex
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,6,P6,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,0.04304622417470498,1.1357330512770178,2,ok,P6 · COMPBIAS:Basic and acidic residues
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,7,P7,cell surface,GOTERM_CC_DIRECT,0.00598394128420787,0.7170081039876396,6,ok,P7 · cell surface
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,8,P8,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.07477833558573069,0.7843327074373914,0,ok,P8 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,9,P9,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,2.8768555943594132e-5,3.62168198568078,21,ok,P9 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,10,P10,cell adhesion,GOTERM_BP_DIRECT,0.02325611421881206,0.993530428626735,3,ok,P10 · cell adhesion
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,11,P11,vasculogenesis,GOTERM_BP_DIRECT,1.9430860707014428e-5,2.2142311490264195,20,ok,P11 · vasculogenesis
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,12,P12,extracellular matrix,GOTERM_CC_DIRECT,0.01917756416183617,1.0429979927098223,5,ok,P12 · extracellular matrix
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,13,P13,DOMAIN:SH3,UP_SEQ_FEATURE,0.00309062760861508,2.4449810335114748,7,ok,P13 · DOMAIN:SH3
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,14,P14,NA,NA,NA,NA,0,no_terms,P14
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,15,P15,IPR013098:Ig_I-set,INTERPRO,0.00820185364830945,1.1527769091584976,8,ok,P15 · IPR013098:Ig_I-set
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,16,P16,Glycosyltransferase,UP_KW_MOLECULAR_FUNCTION,0.00590720186511945,0.6365520275121455,1,ok,P16 · Glycosyltransferase
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,17,P17,TRANSMEM:Helical,UP_SEQ_FEATURE,0.3462979317658355,0.3082830115061002,0,ok,P17 · TRANSMEM:Helical
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,18,P18,TRANSMEM:Helical; Signal-anchor for type II membrane protein,UP_SEQ_FEATURE,0.07950652238879193,0.6608801460777876,0,ok,P18 · TRANSMEM:Helical; Signal-anchor for t...
AMY,CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,19,P19,extracellular region,GOTERM_CC_DIRECT,0.09156145743462583,0.7319218699610656,0,ok,P19 · extracellular region
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,0,P0,Developmental protein,UP_KW_MOLECULAR_FUNCTION,2.1191736930903e-4,1.9295463060617288,14,ok,P0 · Developmental protein
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,1,P1,DOMAIN:Fibronectin type-III 4,UP_SEQ_FEATURE,2.661194205955e-4,1.1605098538306111,19,ok,P1 · DOMAIN:Fibronectin type-III 4
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,2,P2,Developmental protein,UP_KW_MOLECULAR_FUNCTION,0.00527638311266294,1.227489196600842,12,ok,P2 · Developmental protein
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,3,P3,IPR000719:Prot_kinase_dom,INTERPRO,5.7893350423268225e-5,1.923773765266332,41,ok,P3 · IPR000719:Prot_kinase_dom
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,4,P4,COMPBIAS:Low complexity,UP_SEQ_FEATURE,0.00873614658624356,1.0779089179605357,12,ok,P4 · COMPBIAS:Low complexity
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,5,P5,Cell membrane,UP_KW_CELLULAR_COMPONENT,0.01454020718931809,0.5176283186303713,2,ok,P5 · Cell membrane
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,6,P6,Secreted,UP_KW_CELLULAR_COMPONENT,0.00219448287833474,1.540462476504331,10,ok,P6 · Secreted
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,7,P7,ATP binding,GOTERM_MF_DIRECT,0.17748497855507522,0.46886350129294574,0,ok,P7 · ATP binding
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,8,P8,intracellular signal transduction,GOTERM_BP_DIRECT,8.604616716959e-4,1.5405546064818452,21,ok,P8 · intracellular signal transduction
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,9,P9,Amino-acid transport,UP_KW_BIOLOGICAL_PROCESS,4.8057816889133e-4,0.74582962201633,5,ok,P9 · Amino-acid transport
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,10,P10,sulfotransferase activity,GOTERM_MF_DIRECT,9.9138667147838e-4,1.3570340634163531,5,ok,P10 · sulfotransferase activity
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,11,P11,positive regulation of gene expression,GOTERM_BP_DIRECT,0.02446469439430272,0.8917920282379157,4,ok,P11 · positive regulation of gene expression
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,12,P12,glutamatergic synapse,GOTERM_CC_DIRECT,0.01359763911235605,0.7362063048850358,1,ok,P12 · glutamatergic synapse
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,13,P13,Cell projection,UP_KW_CELLULAR_COMPONENT,0.0201345782789121,0.9076514301308364,1,ok,P13 · Cell projection
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,14,P14,IPR008979:Galactose-bd-like_sf,INTERPRO,4.4253498985061e-4,1.825957260563125,30,ok,P14 · IPR008979:Galactose-bd-like_sf
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,15,P15,mmu04080:Neuroactive ligand-receptor interaction,KEGG_PATHWAY,0.00705602021315146,0.7519206657893401,1,ok,P15 · mmu04080:Neuroactive ligand-receptor ...
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,16,P16,IPR003598:Ig_sub2,INTERPRO,6.4891937722428e-4,1.818302740775428,21,ok,P16 · IPR003598:Ig_sub2
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,17,P17,chloride channel activity,GOTERM_MF_DIRECT,0.00238191466607742,1.4632329249034666,11,ok,P17 · chloride channel activity
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,18,P18,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.00830987086759759,1.485829802971156,7,ok,P18 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,19,P19,NA,NA,NA,NA,0,no_terms,P19
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,0,P0,SM00355:ZnF_C2H2,SMART,0.00270450781944196,1.6244859928432545,12,ok,P0 · SM00355:ZnF_C2H2
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,1,P1,transforming growth factor beta receptor signaling pathway,GOTERM_BP_DIRECT,3.4077827957878e-4,2.428289991344444,17,ok,P1 · transforming growth factor beta recep...
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,2,P2,extracellular matrix,GOTERM_CC_DIRECT,0.0026345748365662,1.2461276979847422,8,ok,P2 · extracellular matrix
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,3,P3,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,1.9474357271762e-4,2.1615588046478,10,ok,P3 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,4,P4,Glycoprotein,UP_KW_PTM,0.13333940600126348,0.5876386899578029,0,ok,P4 · Glycoprotein
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,5,P5,intracellular signal transduction,GOTERM_BP_DIRECT,0.00281260213146095,1.729079681174871,15,ok,P5 · intracellular signal transduction
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,6,P6,nucleus,GOTERM_CC_DIRECT,0.03280151185050917,0.695750507591517,1,ok,P6 · nucleus
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,7,P7,Repeat,UP_KW_DOMAIN,0.1522496263156962,0.4383430501136887,0,ok,P7 · Repeat
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,8,P8,Cytoplasm,UP_KW_CELLULAR_COMPONENT,3.745503631572e-4,1.2313309391441214,3,ok,P8 · Cytoplasm
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,9,P9,cell differentiation,GOTERM_BP_DIRECT,0.00110322462720835,1.69114937768054,31,ok,P9 · cell differentiation
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,10,P10,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,5.6278671488471e-4,1.5551732970884438,15,ok,P10 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,11,P11,nucleoplasm,GOTERM_CC_DIRECT,0.10054060209140102,0.6348371305740819,0,ok,P11 · nucleoplasm
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,12,P12,cell projection,GOTERM_CC_DIRECT,0.00234549464633066,2.024525741343366,15,ok,P12 · cell projection
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,13,P13,membrane,GOTERM_CC_DIRECT,0.03117606370488023,0.703103988412403,1,ok,P13 · membrane
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,14,P14,IPR011701:MFS,INTERPRO,5.0796545082174e-4,1.143853943161433,5,ok,P14 · IPR011701:MFS
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,15,P15,ATP binding,GOTERM_MF_DIRECT,0.02016888057791855,1.0204510923900951,7,ok,P15 · ATP binding
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,16,P16,IPR003598:Ig_sub2,INTERPRO,6.2622167675269e-4,2.3697086323558363,31,ok,P16 · IPR003598:Ig_sub2
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,17,P17,Zinc-finger,UP_KW_DOMAIN,0.04734554391017231,0.5457338216425781,1,ok,P17 · Zinc-finger
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,18,P18,MOTIF:Cell attachment site,UP_SEQ_FEATURE,9.8669160072764e-4,0.954367578832856,2,ok,P18 · MOTIF:Cell attachment site
AMY,CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,19,P19,Secreted,UP_KW_CELLULAR_COMPONENT,0.01261596255931831,0.7713601155454853,2,ok,P19 · Secreted
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,0,P0,Phosphoprotein,UP_KW_PTM,0.2793690656216999,0.21852596690775097,0,ok,P0 · Phosphoprotein
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,1,P1,cilium movement involved in cell motility,GOTERM_BP_DIRECT,0.00152824015507568,1.7442909573183665,13,ok,P1 · cilium movement involved in cell moti...
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,2,P2,negative regulation of cell population proliferation,GOTERM_BP_DIRECT,0.00367037459600446,1.046143375416883,3,ok,P2 · negative regulation of cell populatio...
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,3,P3,myelin sheath,GOTERM_CC_DIRECT,0.00524319789699973,0.996772774841902,4,ok,P3 · myelin sheath
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,4,P4,IPR003593:AAA+_ATPase,INTERPRO,0.01851107622335994,1.2751954459858366,6,ok,P4 · IPR003593:AAA+_ATPase
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,5,P5,mmu00630:Glyoxylate and dicarboxylate metabolism,KEGG_PATHWAY,3.0181443434103e-4,1.903355915431453,8,ok,P5 · mmu00630:Glyoxylate and dicarboxylate...
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,6,P6,Cell projection,UP_KW_CELLULAR_COMPONENT,0.05276826352269102,1.011805202463159,0,ok,P6 · Cell projection
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,7,P7,molecular_function,GOTERM_MF_DIRECT,0.07223961180034022,0.8841357920865528,0,ok,P7 · molecular_function
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,8,P8,plasma membrane,GOTERM_CC_DIRECT,0.03135903545155005,1.0203982207705888,1,ok,P8 · plasma membrane
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,9,P9,Extracellular matrix,UP_KW_CELLULAR_COMPONENT,1.62791153239596e-5,2.3486773015644817,28,ok,P9 · Extracellular matrix
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,10,P10,transmembrane transport,GOTERM_BP_DIRECT,0.0226616457423981,0.6625655343393965,2,ok,P10 · transmembrane transport
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,11,P11,axon guidance,GOTERM_BP_DIRECT,7.479152644110927e-7,3.052509072731378,69,ok,P11 · axon guidance
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,12,P12,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,0.00323820192699258,2.0559263293338903,11,ok,P12 · COMPBIAS:Basic and acidic residues
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,13,P13,COMPBIAS:Low complexity,UP_SEQ_FEATURE,7.8029633783971e-4,2.1146785328623183,19,ok,P13 · COMPBIAS:Low complexity
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,14,P14,cell junction,GOTERM_CC_DIRECT,5.989389702985362e-5,2.464501419264991,29,ok,P14 · cell junction
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,15,P15,molecular_function,GOTERM_MF_DIRECT,0.0964000690427296,0.5856498137766769,0,ok,P15 · molecular_function
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,16,P16,synapse,GOTERM_CC_DIRECT,0.0573981960389937,0.5018556923655041,0,ok,P16 · synapse
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,17,P17,ventricular septum morphogenesis,GOTERM_BP_DIRECT,1.372337074936e-4,2.412678218713209,30,ok,P17 · ventricular septum morphogenesis
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,18,P18,cytosol,GOTERM_CC_DIRECT,0.01432851261548759,0.9695418789171284,1,ok,P18 · cytosol
AMY,CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,19,P19,Chromosome,UP_KW_CELLULAR_COMPONENT,5.7303977275572e-4,1.3048665172721463,3,ok,P19 · Chromosome
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,0,P0,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,0.05655555569744687,0.5195960507253118,0,ok,P0 · COMPBIAS:Basic and acidic residues
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,1,P1,regulation of postsynaptic membrane potential,GOTERM_BP_DIRECT,3.71828895907605e-7,2.760463514999842,97,ok,P1 · regulation of postsynaptic membrane p...
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,2,P2,cytosol,GOTERM_CC_DIRECT,0.03816653465230274,0.5935981561306304,1,ok,P2 · cytosol
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,3,P3,extracellular region,GOTERM_CC_DIRECT,0.04542924885217499,0.8119177751700632,2,ok,P3 · extracellular region
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,4,P4,Glycoprotein,UP_KW_PTM,2.6107353822197e-4,2.231819812403641,19,ok,P4 · Glycoprotein
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,5,P5,plasma membrane,GOTERM_CC_DIRECT,0.0010339854649354,1.6186575004771977,8,ok,P5 · plasma membrane
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,6,P6,IPR001660:SAM,INTERPRO,0.00315615088308581,2.1341228443582474,12,ok,P6 · IPR001660:SAM
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,7,P7,Cell adhesion,UP_KW_BIOLOGICAL_PROCESS,0.03154766769818404,0.8182317197752281,2,ok,P7 · Cell adhesion
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,8,P8,plasma membrane,GOTERM_CC_DIRECT,3.9858609433441e-4,1.9450038701124075,14,ok,P8 · plasma membrane
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,9,P9,mmu04080:Neuroactive ligand-receptor interaction,KEGG_PATHWAY,0.01683278176288937,0.6181222517930521,1,ok,P9 · mmu04080:Neuroactive ligand-receptor ...
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,10,P10,cell surface,GOTERM_CC_DIRECT,2.1236971940876e-4,1.157817115781545,8,ok,P10 · cell surface
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,11,P11,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.00379002513081632,0.8883832067107301,4,ok,P11 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,12,P12,positive regulation of synapse assembly,GOTERM_BP_DIRECT,8.523845666104824e-5,2.7898958368823092,61,ok,P12 · positive regulation of synapse assembly
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,13,P13,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.01950983965247535,0.92622030811567,4,ok,P13 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,14,P14,ATP binding,GOTERM_MF_DIRECT,0.07741820020705133,0.8102545917419549,0,ok,P14 · ATP binding
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,15,P15,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GOTERM_MF_DIRECT,0.15618445137581058,0.6224257478247127,0,ok,P15 · RNA polymerase II cis-regulatory regi...
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,16,P16,nucleus,GOTERM_CC_DIRECT,0.01446708432491541,0.8390335812676797,4,ok,P16 · nucleus
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,17,P17,endoplasmic reticulum membrane,GOTERM_CC_DIRECT,0.00337591063651052,1.0884515085199231,1,ok,P17 · endoplasmic reticulum membrane
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,18,P18,IPR002035:VWF_A,INTERPRO,0.00312718068846313,2.032124498987336,13,ok,P18 · IPR002035:VWF_A
AMY,CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,19,P19,microtubule motor activity,GOTERM_MF_DIRECT,0.00113728082658138,1.268387674963101,7,ok,P19 · microtubule motor activity
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,0,P0,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.03859608898824186,0.6617601371177508,2,ok,P0 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,1,P1,mmu04518:Integrin signaling,KEGG_PATHWAY,0.00212101760321976,1.7887950020646586,34,ok,P1 · mmu04518:Integrin signaling
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,2,P2,LIPID:S-palmitoyl cysteine,UP_SEQ_FEATURE,3.6209472986571e-4,2.0971990056449057,14,ok,P2 · LIPID:S-palmitoyl cysteine
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,3,P3,signal transduction,GOTERM_BP_DIRECT,0.01295866767102364,0.8351940897511564,2,ok,P3 · signal transduction
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,4,P4,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,1.948940438753e-4,1.706062326950201,9,ok,P4 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,5,P5,axon guidance,GOTERM_BP_DIRECT,5.544708081792767e-7,2.0793221761393124,34,ok,P5 · axon guidance
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,6,P6,Golgi apparatus,GOTERM_CC_DIRECT,9.0472733608171e-4,1.1211439185642338,19,ok,P6 · Golgi apparatus
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,7,P7,glutamatergic synapse,GOTERM_CC_DIRECT,2.523045352235e-4,2.242459478180304,15,ok,P7 · glutamatergic synapse
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,8,P8,axon extension involved in axon guidance,GOTERM_BP_DIRECT,2.822962265512479e-5,3.3990610287213765,27,ok,P8 · axon extension involved in axon guidance
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,9,P9,extracellular matrix,GOTERM_CC_DIRECT,0.00924940493085581,0.91480110153338,4,ok,P9 · extracellular matrix
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,10,P10,mmu04518:Integrin signaling,KEGG_PATHWAY,0.00182029438748,1.2575779893984615,8,ok,P10 · mmu04518:Integrin signaling
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,11,P11,Transcription,UP_KW_BIOLOGICAL_PROCESS,0.06636170643982175,0.6021984156917037,0,ok,P11 · Transcription
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,12,P12,extracellular region,GOTERM_CC_DIRECT,0.04542924885217499,0.6392062112882367,1,ok,P12 · extracellular region
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,13,P13,positive regulation of DNA-templated transcription,GOTERM_BP_DIRECT,0.04308929214241558,0.7116578577551282,1,ok,P13 · positive regulation of DNA-templated ...
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,14,P14,IPR001849:PH_domain,INTERPRO,1.6576730691488e-4,2.611296609669509,10,ok,P14 · IPR001849:PH_domain
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,15,P15,Cell membrane,UP_KW_CELLULAR_COMPONENT,0.0025234271104929,0.8378052205366476,3,ok,P15 · Cell membrane
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,16,P16,Transmembrane helix,UP_KW_DOMAIN,0.11871212476139643,0.5283344784456823,0,ok,P16 · Transmembrane helix
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,17,P17,biological_process,GOTERM_BP_DIRECT,0.13464075736363862,0.5754673050933814,0,ok,P17 · biological_process
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,18,P18,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.00129664262106499,1.7472365107523642,5,ok,P18 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,19,P19,Cytoskeleton,UP_KW_CELLULAR_COMPONENT,0.02345322634148845,0.7750735564867315,1,ok,P19 · Cytoskeleton
AMY,CS20230722_SUPT_0355,0355 MEA-BST Lhx6 Nr2e1 Gaba_2,0,P0,mmu01100:Metabolic pathways,KEGG_PATHWAY,0.01185248353053268,0.8033394502097171,1,ok,P0 · mmu01100:Metabolic pathways
AMY,CS20230722_SUPT_0355,0355 MEA-BST Lhx6 Nr2e1 Gaba_2,1,P1,CARBOHYD:O-linked (Xyl...) (chondroitin sulfate) serine,UP_SEQ_FEATURE,2.9189607123299e-4,3.033766352727516,12,ok,P1 · CARBOHYD:O-linked (Xyl...) (chondroit...
