tissue,supertype_label,supertype_name,program_index,program_id,top_term,top_category,top_pvalue,enrichment_score_cluster1,n_terms_p05,status,program_label
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,0,P0,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,8.8431918103546e-4,1.6443103424033283,11,ok,P0 · COMPBIAS:Basic and acidic residues
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,1,P1,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,1.4030887826718e-4,2.245896410660378,58,ok,P1 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,2,P2,Cytoplasm,UP_KW_CELLULAR_COMPONENT,0.09213582236742106,0.6495426178100595,0,ok,P2 · Cytoplasm
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,3,P3,roof of mouth development,GOTERM_BP_DIRECT,0.00196086808293694,0.7549137184543991,2,ok,P3 · roof of mouth development
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,4,P4,IPR013098:Ig_I-set,INTERPRO,2.2536026051026e-4,2.120037645982013,42,ok,P4 · IPR013098:Ig_I-set
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,5,P5,COMPBIAS:Low complexity,UP_SEQ_FEATURE,0.00783117249199718,1.1854171401253564,5,ok,P5 · COMPBIAS:Low complexity
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,6,P6,cytoplasm,GOTERM_CC_DIRECT,2.8858846352447e-4,2.461916833845733,5,ok,P6 · cytoplasm
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,7,P7,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.00340624430532544,0.918066221239191,3,ok,P7 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,8,P8,nvs05202:Transcriptional misregulation in cancer,KEGG_PATHWAY,0.00179295325911192,1.6314443358182378,3,ok,P8 · nvs05202:Transcriptional misregulatio...
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,9,P9,TOPO_DOM:Extracellular,UP_SEQ_FEATURE,0.1787662874137116,0.426410127345008,0,ok,P9 · TOPO_DOM:Extracellular
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,10,P10,MOTIF:Cell attachment site,UP_SEQ_FEATURE,0.0016445740386125,0.9139193297503476,3,ok,P10 · MOTIF:Cell attachment site
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,11,P11,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,3.9585366671555906e-5,2.1828790689981408,29,ok,P11 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,12,P12,cell surface,GOTERM_CC_DIRECT,0.00906838566695854,1.1609199310196563,13,ok,P12 · cell surface
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,13,P13,plasma membrane,GOTERM_CC_DIRECT,0.00334562092894862,1.469493787820103,9,ok,P13 · plasma membrane
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,14,P14,cellular_component,GOTERM_CC_DIRECT,0.02961912276966947,1.0549352566931651,1,ok,P14 · cellular_component
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,15,P15,positive regulation of synapse assembly,GOTERM_BP_DIRECT,7.594125564490513e-5,2.0046352946914525,10,ok,P15 · positive regulation of synapse assembly
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,16,P16,Membrane,UP_KW_CELLULAR_COMPONENT,8.963691905427436e-5,1.4101098234220664,12,ok,P16 · Membrane
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,17,P17,cell surface,GOTERM_CC_DIRECT,1.498584259461e-4,2.434307121876418,21,ok,P17 · cell surface
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,18,P18,cytoplasm,GOTERM_CC_DIRECT,0.07879903494173893,0.6467711960990615,0,ok,P18 · cytoplasm
AMY,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,19,P19,cytoplasm,GOTERM_CC_DIRECT,0.34313882458219347,0.3034063130664922,0,ok,P19 · cytoplasm
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,0,P0,Membrane,UP_KW_CELLULAR_COMPONENT,0.07891718057706194,0.5929656643014465,0,ok,P0 · Membrane
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,1,P1,Calcium,UP_KW_LIGAND,0.00364883131612777,1.4823858670807335,11,ok,P1 · Calcium
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,2,P2,plasma membrane,GOTERM_CC_DIRECT,0.01850798825417858,1.0970908755632898,4,ok,P2 · plasma membrane
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,3,P3,IPR003598:Ig_sub2,INTERPRO,1.1945872232553926e-5,2.025015836581224,25,ok,P3 · IPR003598:Ig_sub2
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,4,P4,mmu04218:Cellular senescence,KEGG_PATHWAY,0.00253723065156592,1.334366487215716,11,ok,P4 · mmu04218:Cellular senescence
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,5,P5,Palmitate,UP_KW_PTM,2.3029059458439e-4,1.0835574985141818,8,ok,P5 · Palmitate
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,6,P6,Glycoprotein,UP_KW_PTM,3.0055207083176e-4,1.938753479122586,14,ok,P6 · Glycoprotein
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,7,P7,TRANSMEM:Helical,UP_SEQ_FEATURE,0.44535159072523617,0.22540242247778433,0,ok,P7 · TRANSMEM:Helical
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,8,P8,vasculogenesis,GOTERM_BP_DIRECT,1.0903853931645027e-5,1.3729678337809448,11,ok,P8 · vasculogenesis
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,9,P9,mmu05135:Yersinia infection,KEGG_PATHWAY,0.00394029280904868,2.1405654451482987,4,ok,P9 · mmu05135:Yersinia infection
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,10,P10,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,1.6068194259356e-4,2.818692859899335,11,ok,P10 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,11,P11,mmu04144:Endocytosis,KEGG_PATHWAY,0.00103571993751934,1.3662277334499966,4,ok,P11 · mmu04144:Endocytosis
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,12,P12,TRANSMEM:Helical,UP_SEQ_FEATURE,0.12453702405755164,0.4126052694924636,0,ok,P12 · TRANSMEM:Helical
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,13,P13,positive regulation of defense response to virus by host,GOTERM_BP_DIRECT,3.309126714773e-4,1.14577472699061,6,ok,P13 · positive regulation of defense respon...
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,14,P14,COMPBIAS:Low complexity,UP_SEQ_FEATURE,0.05875245892465799,0.9440798391845724,0,ok,P14 · COMPBIAS:Low complexity
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,15,P15,mmu04080:Neuroactive ligand-receptor interaction,KEGG_PATHWAY,0.01059338180495488,1.2311733261146576,7,ok,P15 · mmu04080:Neuroactive ligand-receptor ...
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,16,P16,membrane,GOTERM_CC_DIRECT,0.05068679562163448,0.7743179881848797,0,ok,P16 · membrane
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,17,P17,Ion channel,UP_KW_MOLECULAR_FUNCTION,0.00652308755203158,0.7243868254018709,3,ok,P17 · Ion channel
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,18,P18,IPR011993:PH-like_dom_sf,INTERPRO,0.01184643599195193,1.2886203131331129,2,ok,P18 · IPR011993:PH-like_dom_sf
AMY,CS20230722_SUPT_0003,0003 IT EP-CLA Glut_1,19,P19,IPR013098:Ig_I-set,INTERPRO,0.0047754215824429,1.9012844552244603,19,ok,P19 · IPR013098:Ig_I-set
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,0,P0,IPR050402:OR51/52/56-like,INTERPRO,0.00361547194587499,0.8864475022286148,3,ok,P0 · IPR050402:OR51/52/56-like
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,1,P1,glutamatergic synapse,GOTERM_CC_DIRECT,0.00111046248731672,1.41003107970648,10,ok,P1 · glutamatergic synapse
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,2,P2,excitatory synapse assembly,GOTERM_BP_DIRECT,5.1826757200606776e-5,1.2567971307362231,12,ok,P2 · excitatory synapse assembly
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,3,P3,neuronal cell body,GOTERM_CC_DIRECT,7.9683112005454e-4,1.0926465564079897,3,ok,P3 · neuronal cell body
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,4,P4,ZN_FING:C2H2-type 1,UP_SEQ_FEATURE,9.0280368264063e-4,1.8713345294249113,20,ok,P4 · ZN_FING:C2H2-type 1
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,5,P5,Disulfide bond,UP_KW_PTM,0.1131157351118086,0.4857951086863614,0,ok,P5 · Disulfide bond
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,6,P6,IPR009030:Growth_fac_rcpt_cys_sf,INTERPRO,0.00199908920588023,1.7534146349156647,8,ok,P6 · IPR009030:Growth_fac_rcpt_cys_sf
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,7,P7,COMPBIAS:Low complexity,UP_SEQ_FEATURE,0.03826018056811254,0.6769505989001694,1,ok,P7 · COMPBIAS:Low complexity
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,8,P8,DOMAIN:Ig-like C2-type 3,UP_SEQ_FEATURE,2.2900561635153e-4,2.0081317891800854,37,ok,P8 · DOMAIN:Ig-like C2-type 3
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,9,P9,nucleus,GOTERM_CC_DIRECT,0.04872075341987787,0.5937598841468273,1,ok,P9 · nucleus
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,10,P10,Metal-binding,UP_KW_LIGAND,0.08356047899318073,0.7796732723890651,0,ok,P10 · Metal-binding
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,11,P11,Extracellular matrix,UP_KW_CELLULAR_COMPONENT,3.0659012191846e-4,2.4449353892596823,16,ok,P11 · Extracellular matrix
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,12,P12,Membrane,UP_KW_CELLULAR_COMPONENT,0.0251745177995419,0.945920920416356,2,ok,P12 · Membrane
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,13,P13,Inflammatory response,UP_KW_BIOLOGICAL_PROCESS,1.7380977498037e-4,2.8435689485768414,37,ok,P13 · Inflammatory response
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,14,P14,mmu04080:Neuroactive ligand-receptor interaction,KEGG_PATHWAY,0.01717004731557198,0.7566055514837534,1,ok,P14 · mmu04080:Neuroactive ligand-receptor ...
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,15,P15,plasma membrane,GOTERM_CC_DIRECT,0.00185867011458395,1.6851336951087956,6,ok,P15 · plasma membrane
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,16,P16,COMPBIAS:Low complexity,UP_SEQ_FEATURE,0.14809503187458525,0.6044356808583534,0,ok,P16 · COMPBIAS:Low complexity
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,17,P17,postsynaptic membrane,GOTERM_CC_DIRECT,0.00971740571264651,0.990517591165407,5,ok,P17 · postsynaptic membrane
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,18,P18,COMPBIAS:Polar residues,UP_SEQ_FEATURE,0.00452670290880004,1.6945938307355417,5,ok,P18 · COMPBIAS:Polar residues
AMY,CS20230722_SUPT_0004,0004 IT EP-CLA Glut_2,19,P19,COMPBIAS:Acidic residues,UP_SEQ_FEATURE,0.06251265135392695,0.7295528996795667,0,ok,P19 · COMPBIAS:Acidic residues
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,0,P0,cell adhesion,GOTERM_BP_DIRECT,1.8049334268938e-4,2.8401685880149685,44,ok,P0 · cell adhesion
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,1,P1,COMPBIAS:Polar residues,UP_SEQ_FEATURE,0.01529704373130666,1.088103146243387,1,ok,P1 · COMPBIAS:Polar residues
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,2,P2,Membrane,UP_KW_CELLULAR_COMPONENT,0.153474970116306,0.6569303036717723,0,ok,P2 · Membrane
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,3,P3,membrane raft,GOTERM_CC_DIRECT,0.0044797392206463,1.057740817792676,6,ok,P3 · membrane raft
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,4,P4,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,0.5329395106878123,0.19137062092527757,0,ok,P4 · COMPBIAS:Basic and acidic residues
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,5,P5,positive regulation of filopodium assembly,GOTERM_BP_DIRECT,1.2130954412888e-4,1.750394506142606,4,ok,P5 · positive regulation of filopodium ass...
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,6,P6,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,9.161598363854064e-5,1.9715467327809857,13,ok,P6 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,7,P7,cell surface,GOTERM_CC_DIRECT,0.00943451104120889,0.7692706204046215,3,ok,P7 · cell surface
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,8,P8,IPR001849:PH_domain,INTERPRO,0.00135978153523239,1.788950586802296,10,ok,P8 · IPR001849:PH_domain
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,9,P9,"DNA-binding transcription activator activity, RNA polymerase II-specific",GOTERM_MF_DIRECT,0.00142532909692374,1.1731370740109903,6,ok,P9 · DNA-binding transcription activator a...
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,10,P10,MOTIF:Cell attachment site,UP_SEQ_FEATURE,0.00203342405375678,1.3370315534587685,6,ok,P10 · MOTIF:Cell attachment site
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,11,P11,mmu04080:Neuroactive ligand-receptor interaction,KEGG_PATHWAY,0.00155391928866516,1.7229966943163424,20,ok,P11 · mmu04080:Neuroactive ligand-receptor ...
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,12,P12,cytoplasm,GOTERM_CC_DIRECT,0.0472631626617966,0.9211824036021689,1,ok,P12 · cytoplasm
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,13,P13,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.04901346467161623,0.6488651217702924,1,ok,P13 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,14,P14,neuronal cell body,GOTERM_CC_DIRECT,0.01906916494034971,0.5598245394985718,2,ok,P14 · neuronal cell body
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,15,P15,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,3.3907920728317e-4,1.6005826889712569,23,ok,P15 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,16,P16,Ion transport,UP_KW_BIOLOGICAL_PROCESS,0.0616883325395135,0.37566070147406055,0,ok,P16 · Ion transport
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,17,P17,Golgi membrane,GOTERM_CC_DIRECT,0.00789085877675688,0.9081097816125836,4,ok,P17 · Golgi membrane
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,18,P18,biological_process,GOTERM_BP_DIRECT,5.6992012751684985e-8,6.401030019949392,4,ok,P18 · biological_process
AMY,CS20230722_SUPT_0038,0038 L2/3 IT ENT Glut_6,19,P19,Developmental protein,UP_KW_MOLECULAR_FUNCTION,0.00451217090375186,1.2023905073914607,7,ok,P19 · Developmental protein
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,0,P0,Homeobox,UP_KW_DOMAIN,0.01032859948459196,1.1745098944356618,7,ok,P0 · Homeobox
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,1,P1,COMPBIAS:Polar residues,UP_SEQ_FEATURE,0.00182161527957042,1.5805936628532036,13,ok,P1 · COMPBIAS:Polar residues
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,2,P2,Disulfide bond,UP_KW_PTM,0.00123140283057899,2.614807577778812,6,ok,P2 · Disulfide bond
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,3,P3,membrane,GOTERM_CC_DIRECT,0.00248786282427849,1.741611188589535,31,ok,P3 · membrane
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,4,P4,protein binding,GOTERM_MF_DIRECT,0.00480601930307414,0.6710895471922426,1,ok,P4 · protein binding
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,5,P5,Cell membrane,UP_KW_CELLULAR_COMPONENT,0.01245337273654623,0.938252368193713,2,ok,P5 · Cell membrane
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,6,P6,Disulfide bond,UP_KW_PTM,0.06713326934342417,0.5139943755718943,0,ok,P6 · Disulfide bond
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,7,P7,zinc ion binding,GOTERM_MF_DIRECT,0.00346233843365993,1.2228329152706277,3,ok,P7 · zinc ion binding
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,8,P8,L-amino acid transmembrane transporter activity,GOTERM_MF_DIRECT,2.1450661113077e-4,1.7545432893571828,13,ok,P8 · L-amino acid transmembrane transporte...
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,9,P9,cellular response to hypoxia,GOTERM_BP_DIRECT,2.1554401563618e-4,1.777955479023337,10,ok,P9 · cellular response to hypoxia
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,10,P10,Extracellular matrix,UP_KW_CELLULAR_COMPONENT,0.00378352342095432,2.043882662290895,14,ok,P10 · Extracellular matrix
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,11,P11,COMPBIAS:Acidic residues,UP_SEQ_FEATURE,0.04813057324636941,0.9405499281295722,1,ok,P11 · COMPBIAS:Acidic residues
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,12,P12,monoatomic ion transport,GOTERM_BP_DIRECT,0.00902753221801214,1.178092851831632,4,ok,P12 · monoatomic ion transport
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,13,P13,protein kinase activity,GOTERM_MF_DIRECT,5.144266644277e-4,2.094706451570545,17,ok,P13 · protein kinase activity
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,14,P14,Extracellular matrix,UP_KW_CELLULAR_COMPONENT,0.00505855950964205,1.2787290438226848,7,ok,P14 · Extracellular matrix
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,15,P15,mmu04820:Cytoskeleton in muscle cells,KEGG_PATHWAY,0.00253708695899432,1.103221249693239,3,ok,P15 · mmu04820:Cytoskeleton in muscle cells
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,16,P16,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,8.617849714757846e-5,2.420492919414603,34,ok,P16 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,17,P17,Cytoplasm,UP_KW_CELLULAR_COMPONENT,0.04336945528555556,0.7794659632924911,1,ok,P17 · Cytoplasm
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,18,P18,cytoskeleton,GOTERM_CC_DIRECT,7.021944920691129e-5,1.918185905411128,9,ok,P18 · cytoskeleton
AMY,CS20230722_SUPT_0039,0039 L2/3 IT PIR-ENTl Glut_1,19,P19,mmu04020:Calcium signaling pathway,KEGG_PATHWAY,7.766785689074582e-5,1.8820325821096713,13,ok,P19 · mmu04020:Calcium signaling pathway
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,0,P0,Heparin-binding,UP_KW_MOLECULAR_FUNCTION,0.00108696249310169,1.4484011428046264,5,ok,P0 · Heparin-binding
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,1,P1,enzyme binding,GOTERM_MF_DIRECT,0.00492476736273909,1.223545365338438,9,ok,P1 · enzyme binding
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,2,P2,membrane,GOTERM_CC_DIRECT,0.00210477879667882,1.159415570947926,4,ok,P2 · membrane
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,3,P3,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,0.1162849568324824,0.43243078672654783,0,ok,P3 · COMPBIAS:Basic and acidic residues
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,4,P4,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.00678677655038754,1.5687565607516416,7,ok,P4 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,5,P5,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.0024649957452552,1.4125056877691489,15,ok,P5 · CARBOHYD:N-linked (GlcNAc...) asparagine
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,6,P6,TOPO_DOM:Cytoplasmic,UP_SEQ_FEATURE,0.04848712163507177,0.8225316920674017,1,ok,P6 · TOPO_DOM:Cytoplasmic
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,7,P7,DNA_BIND:Homeobox,UP_SEQ_FEATURE,0.02108457991033325,1.0138974813259842,4,ok,P7 · DNA_BIND:Homeobox
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,8,P8,DOMAIN:Fibronectin type-III,UP_SEQ_FEATURE,6.3910488196279e-4,1.7408204772125484,28,ok,P8 · DOMAIN:Fibronectin type-III
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,9,P9,nvs05202:Transcriptional misregulation in cancer,KEGG_PATHWAY,0.00295378226718425,1.0728662197722827,5,ok,P9 · nvs05202:Transcriptional misregulatio...
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,10,P10,protein kinase activity,GOTERM_MF_DIRECT,0.00242422992004912,1.6869928377471457,17,ok,P10 · protein kinase activity
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,11,P11,Cell membrane,UP_KW_CELLULAR_COMPONENT,0.036200029079724,0.42167094539944405,1,ok,P11 · Cell membrane
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,12,P12,NA,NA,NA,NA,0,no_terms,P12
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,13,P13,Calcium,UP_KW_LIGAND,0.1401305170184341,0.6128518521679698,0,ok,P13 · Calcium
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,14,P14,COMPBIAS:Gly residues,UP_SEQ_FEATURE,0.13182709018050368,0.3694621306064243,0,ok,P14 · COMPBIAS:Gly residues
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,15,P15,COMPBIAS:Polar residues,UP_SEQ_FEATURE,0.01515639274275878,1.0596456978094289,3,ok,P15 · COMPBIAS:Polar residues
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,16,P16,COMPBIAS:Polar residues,UP_SEQ_FEATURE,0.00321062582603836,1.815557144786392,6,ok,P16 · COMPBIAS:Polar residues
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,17,P17,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,0.00775173821828668,1.4199191722659046,5,ok,P17 · COMPBIAS:Basic and acidic residues
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,18,P18,Transmembrane helix,UP_KW_DOMAIN,0.00494514687249586,1.4384321397668398,16,ok,P18 · Transmembrane helix
AMY,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,19,P19,SM00181:EGF,SMART,0.00162764352722078,1.800582346074676,10,ok,P19 · SM00181:EGF
AMY,CS20230722_SUPT_0041,0041 L2/3 IT PIR-ENTl Glut_3,0,P0,ACT_SITE:Proton acceptor,UP_SEQ_FEATURE,1.4188798396339e-4,1.67485093085173,11,ok,P0 · ACT_SITE:Proton acceptor
AMY,CS20230722_SUPT_0041,0041 L2/3 IT PIR-ENTl Glut_3,1,P1,SM00181:EGF,SMART,0.02184039476434149,1.405111281871649,11,ok,P1 · SM00181:EGF
AMY,CS20230722_SUPT_0041,0041 L2/3 IT PIR-ENTl Glut_3,2,P2,neuronal cell body,GOTERM_CC_DIRECT,4.9568936633622e-4,2.8184156576979182,8,ok,P2 · neuronal cell body
AMY,CS20230722_SUPT_0041,0041 L2/3 IT PIR-ENTl Glut_3,3,P3,nucleus,GOTERM_CC_DIRECT,0.00458210290930516,1.557986309220526,3,ok,P3 · nucleus
AMY,CS20230722_SUPT_0041,0041 L2/3 IT PIR-ENTl Glut_3,4,P4,DNA binding,GOTERM_MF_DIRECT,0.07291052106728999,0.6561619528257249,0,ok,P4 · DNA binding
AMY,CS20230722_SUPT_0041,0041 L2/3 IT PIR-ENTl Glut_3,5,P5,Phosphoprotein,UP_KW_PTM,0.1804495434994945,0.44767900416680534,0,ok,P5 · Phosphoprotein
AMY,CS20230722_SUPT_0041,0041 L2/3 IT PIR-ENTl Glut_3,6,P6,mmu05020:Prion disease,KEGG_PATHWAY,7.4191012909534e-4,1.9664020172035703,15,ok,P6 · mmu05020:Prion disease
