tissue,supertype_name,supertype_label,program_id,n_wildr_samples,mean_h,sd_h,same_sign
HYP,1184 MOL NN_4,CS20230722_SUPT_1184,P12,6,0.12823364317959193,0.08095094673531276,TRUE
AMY,1179 OPC NN_1,CS20230722_SUPT_1179,P18,6,-0.12770593632896068,0.11087958934780479,TRUE
HYP,0570 VMH Nr5a1 Glut_5,CS20230722_SUPT_0570,P18,6,-0.12721717795006796,0.14045724723536102,TRUE
AMY,0509 COAa-PAA-MEA Barhl2 Glut_1,CS20230722_SUPT_0509,P10,6,-0.12716951293557843,0.06146560915842641,TRUE
AMY,1163 Astro-TE NN_3,CS20230722_SUPT_1163,P18,6,-0.12566620490518537,0.08791713475486307,TRUE
AMY,0056 MEA Slc17a7 Glut_2,CS20230722_SUPT_0056,P6,6,0.12157903428280079,0.11824603310300667,TRUE
HYP,0545 DMH Nkx2-4 Glut_2,CS20230722_SUPT_0545,P7,6,0.12097535504838607,0.039698494834960664,TRUE
AMY,0065 LA-BLA-BMA-PA Glut_6,CS20230722_SUPT_0065,P19,6,0.12087892483377052,0.10075660561831233,TRUE
HYP,0567 VMH Nr5a1 Glut_2,CS20230722_SUPT_0567,P11,6,-0.12028502360556172,0.0571617238446518,TRUE
HYP,0436 SCH Six6 Cdc14a Gaba_1,CS20230722_SUPT_0436,P10,6,0.11926147130936993,0.09186946300678209,TRUE
AMY,0507 MEA-COA-BMA Ccdc42 Glut_3,CS20230722_SUPT_0507,P11,6,-0.11784330534830068,0.08032391227935164,TRUE
HYP,1173 Tanycyte NN_2,CS20230722_SUPT_1173,P11,6,0.11466872781169796,0.05641883735419583,TRUE
AMY,0374 CEA-AAA-BST Six3 Sp9 Gaba_2,CS20230722_SUPT_0374,P16,6,0.11427328231855799,0.07252118263476441,TRUE
AMY,0001 CLA-EPd-CTX Car3 Glut_1,CS20230722_SUPT_0001,P17,6,0.11317178627507381,0.07294715396658003,TRUE
HYP,0487 DMH Hmx2 Gaba_1,CS20230722_SUPT_0487,P13,6,-0.11198544550454369,0.08351281786336055,TRUE
HYP,1160 Astro-NT NN_2,CS20230722_SUPT_1160,P1,6,0.11010822366836422,0.06923348309701124,TRUE
AMY,0507 MEA-COA-BMA Ccdc42 Glut_3,CS20230722_SUPT_0507,P2,6,0.10831091227177321,0.05287609121676294,TRUE
AMY,0538 MEA Otp Foxp2 Glut_1,CS20230722_SUPT_0538,P7,6,-0.10826431286562792,0.11655674431106892,TRUE
HYP,1173 Tanycyte NN_2,CS20230722_SUPT_1173,P7,6,-0.10647402093515351,0.0902919098754428,TRUE
HYP,0458 AHN Onecut3 Gaba_3,CS20230722_SUPT_0458,P13,6,0.10340856671702518,0.08003122790575733,TRUE
HYP,0481 TMd-DMH Foxd2 Gaba_1,CS20230722_SUPT_0481,P18,6,0.09979189044024515,0.07450271466843852,TRUE
HYP,0487 DMH Hmx2 Gaba_1,CS20230722_SUPT_0487,P5,6,-0.09795345610416273,0.06365337551590963,TRUE
HYP,0459 ZI Pax6 Gaba_1,CS20230722_SUPT_0459,P7,6,-0.09780240824834252,0.0902951646402079,TRUE
AMY,0370 CEA-BST Six3 Cyp26b1 Gaba_4,CS20230722_SUPT_0370,P4,6,0.09031182734497224,0.05136938320822838,TRUE
HYP,0602 STN-PSTN Pitx2 Glut_5,CS20230722_SUPT_0602,P17,6,-0.09013503045065031,0.07875251593405788,TRUE
HYP,0974 PGRN-PARN-MDRN Hoxb5 Glut_2,CS20230722_SUPT_0974,P19,6,0.08983548491859715,0.06233238488583076,TRUE
AMY,0056 MEA Slc17a7 Glut_2,CS20230722_SUPT_0056,P7,6,-0.08810029869714299,0.0403496681494742,TRUE
HYP,1160 Astro-NT NN_2,CS20230722_SUPT_1160,P0,6,0.08683274299476738,0.07171530237323498,TRUE
HYP,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,CS20230722_SUPT_0448,P7,6,0.08599353015537615,0.0601797612964803,TRUE
HYP,0438 SCH Six6 Cdc14a Gaba_3,CS20230722_SUPT_0438,P12,6,0.08594326230746696,0.05867245699752474,TRUE
AMY,0055 MEA Slc17a7 Glut_1,CS20230722_SUPT_0055,P9,6,-0.08457997358077783,0.06593853930599428,TRUE
AMY,1163 Astro-TE NN_3,CS20230722_SUPT_1163,P19,6,-0.08245091651964903,0.03752046816291001,TRUE
HYP,0555 ARH-PVp Tbx3 Glut_2,CS20230722_SUPT_0555,P5,6,-0.08223560898233752,0.07735040288453672,TRUE
AMY,0507 MEA-COA-BMA Ccdc42 Glut_3,CS20230722_SUPT_0507,P15,6,0.07589676814133145,0.03580943641646283,TRUE
AMY,1160 Astro-NT NN_2,CS20230722_SUPT_1160,P18,6,0.07553811551427332,0.09618067304290946,TRUE
AMY,0056 MEA Slc17a7 Glut_2,CS20230722_SUPT_0056,P18,6,-0.07534388199622008,0.051376517095130754,TRUE
AMY,0288 STR-PAL Chst9 Gaba_4,CS20230722_SUPT_0288,P1,6,-0.07292077916451613,0.05496819609206371,TRUE
HYP,0588 PVH-SO-PVa Otp Glut_4,CS20230722_SUPT_0588,P3,6,0.06800104552993089,0.02948311826822304,TRUE
AMY,0061 LA-BLA-BMA-PA Glut_2,CS20230722_SUPT_0061,P16,6,-0.06744417634399745,0.056538959716934616,TRUE
HYP,1184 MOL NN_4,CS20230722_SUPT_1184,P16,6,0.05873574555815567,0.04792146163359366,TRUE
AMY,0062 LA-BLA-BMA-PA Glut_3,CS20230722_SUPT_0062,P8,6,0.055399559875782024,0.03152074329591887,TRUE
HYP,0470 DMH-LHA Gsx1 Gaba_1,CS20230722_SUPT_0470,P15,6,-0.05508527194452322,0.06175590608204656,TRUE
AMY,0509 COAa-PAA-MEA Barhl2 Glut_1,CS20230722_SUPT_0509,P13,6,-0.04704852432832022,0.03258068069675522,TRUE
