tissue,supertype_name,supertype_label,program_id,n_wildr_samples,mean_h,sd_h,same_sign,top_term,top_category,top_pvalue,n_terms_p05
HYP,0570 VMH Nr5a1 Glut_5,CS20230722_SUPT_0570,P7,6,0.31647304729229825,0.262838832574986,TRUE,Transmembrane helix,UP_KW_DOMAIN,0.01569485770500801,8
HYP,0568 VMH Nr5a1 Glut_3,CS20230722_SUPT_0568,P1,6,0.31068573109976,0.18566687988715222,TRUE,Glycoprotein,UP_KW_PTM,0.00487050779219542,17
HYP,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,CS20230722_SUPT_0447,P2,6,-0.31035391498033166,0.3355045024968485,TRUE,regulation of synapse organization,GOTERM_BP_DIRECT,3.352100208557e-4,11
HYP,0471 DMH-LHA Gsx1 Gaba_2,CS20230722_SUPT_0471,P18,6,0.3063244012629864,0.18010613558874275,TRUE,modulation of chemical synaptic transmission,GOTERM_BP_DIRECT,2.072035564837963e-5,15
AMY,0173 Vip Gaba_1,CS20230722_SUPT_0173,P15,6,-0.3055140564516088,0.22691529678054803,TRUE,Transmembrane helix,UP_KW_DOMAIN,0.05050597831916102,0
AMY,0004 IT EP-CLA Glut_2,CS20230722_SUPT_0004,P3,6,0.30321585572089793,0.17203852293459293,TRUE,neuronal cell body,GOTERM_CC_DIRECT,7.9683112005454e-4,3
HYP,0457 AHN Onecut3 Gaba_2,CS20230722_SUPT_0457,P9,6,0.30207538591322836,0.20020273253934495,TRUE,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,4.5422752371137e-4,19
HYP,0481 TMd-DMH Foxd2 Gaba_1,CS20230722_SUPT_0481,P16,6,0.29921554953965906,0.25591493748187527,TRUE,Transmembrane helix,UP_KW_DOMAIN,0.38156369959422864,0
HYP,0495 ARH-PVp Tbx3 Gaba_3,CS20230722_SUPT_0495,P5,6,0.29920513638755597,0.1995429806362168,TRUE,intracellular signal transduction,GOTERM_BP_DIRECT,0.01618366594502797,9
HYP,0545 DMH Nkx2-4 Glut_2,CS20230722_SUPT_0545,P12,6,-0.29733746423116436,0.17917364782163778,TRUE,TRANSIT:Mitochondrion,UP_SEQ_FEATURE,0.04397837680787801,1
AMY,0004 IT EP-CLA Glut_2,CS20230722_SUPT_0004,P8,6,0.2967758342861155,0.2086978620390421,TRUE,DOMAIN:Ig-like C2-type 3,UP_SEQ_FEATURE,2.2900561635153e-4,37
AMY,0285 STR-PAL Chst9 Gaba_1,CS20230722_SUPT_0285,P5,6,-0.2928072359961588,0.18715587038752796,TRUE,cellular response to hypoxia,GOTERM_BP_DIRECT,0.00453530635862555,7
